primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
Easter Parade,Easter Parade,0,1948,\N,103,Musical Romance
The Fallen Idol,The Fallen Idol,0,1948,\N,95,Drama Film-Noir Mystery
Force of Evil,Force of Evil,0,1948,\N,79,Crime Drama Film-Noir
A Foreign Affair,A Foreign Affair,0,1948,\N,116,Comedy Drama Romance
Fort Apache,Fort Apache,0,1948,\N,128,Drama Western
Hamlet,Hamlet,0,1948,\N,154,Drama
The Big Day,Jour de fête,0,1949,\N,70,Comedy
Key Largo,Key Largo,0,1948,\N,100,Action Crime Drama
Bicycle Thieves,Ladri di biciclette,0,1948,\N,89,Drama
The Lady from Shanghai,The Lady from Shanghai,0,1947,\N,87,Crime Drama Film-Noir
Letter from an Unknown Woman,Letter from an Unknown Woman,0,1948,\N,87,Drama Romance
Macbeth,Macbeth,0,1948,\N,107,Drama History War
Mr. Blandings Builds His Dream House,Mr. Blandings Builds His Dream House,0,1948,\N,94,Comedy Romance
The Naked City,The Naked City,0,1948,\N,96,Crime Drama Film-Noir
Oliver Twist,Oliver Twist,0,1948,\N,105,Drama
Portrait of Jennie,Portrait of Jennie,0,1948,\N,86,Drama Fantasy Mystery
Red River,Red River,0,1948,\N,133,Drama Western
The Red Shoes,The Red Shoes,0,1948,\N,135,Drama Music Romance
Rope,Rope,0,1948,\N,80,Crime Drama Mystery
The Snake Pit,The Snake Pit,0,1948,\N,108,Drama Mystery
"Sorry, Wrong Number","Sorry, Wrong Number",0,1948,\N,89,Drama Film-Noir Mystery
They Live by Night,They Live by Night,0,1948,\N,95,Crime Drama Film-Noir
The Treasure of the Sierra Madre,The Treasure of the Sierra Madre,0,1948,\N,126,Adventure Drama Western
Drunken Angel,Yoidore tenshi,0,1948,\N,102,Crime Drama Romance
Adam's Rib,Adam's Rib,0,1949,\N,101,Comedy Romance
All the King's Men,All the King's Men,0,1949,\N,110,Drama Film-Noir
Late Spring,Banshun,0,1949,\N,110,Comedy Drama
Battleground,Battleground,0,1949,\N,118,Action Drama History
Criss Cross,Criss Cross,0,1949,\N,84,Crime Drama Film-Noir
The Heiress,The Heiress,0,1949,\N,115,Drama Romance
Kind Hearts and Coronets,Kind Hearts and Coronets,0,1949,\N,106,Comedy Crime
A Letter to Three Wives,A Letter to Three Wives,0,1949,\N,103,Comedy Drama Romance
Little Women,Little Women,0,1949,\N,122,Drama Family Romance
Stray Dog,Nora inu,0,1949,\N,122,Crime Drama Mystery
On the Town,On the Town,0,1949,\N,98,Comedy Musical Romance
Orpheus,Orphée,0,1950,\N,112,Drama Fantasy Romance
The Set-Up,The Set-Up,0,1949,\N,73,Action Crime Film-Noir
She Wore a Yellow Ribbon,She Wore a Yellow Ribbon,0,1949,\N,104,Western
Stromboli,Stromboli (Terra di Dio),0,1950,\N,81,Drama
The Third Man,The Third Man,0,1949,\N,104,Drama Film-Noir Mystery
Twelve O'Clock High,Twelve O'Clock High,0,1949,\N,132,Drama War
White Heat,White Heat,0,1949,\N,114,Action Crime Drama
All About Eve,All About Eve,0,1950,\N,138,Drama
The Asphalt Jungle,The Asphalt Jungle,0,1950,\N,112,Crime Drama Film-Noir
Born Yesterday,Born Yesterday,0,1950,\N,103,Comedy Drama Romance
Broken Arrow,Broken Arrow,0,1950,\N,93,Drama Romance Western
Cinderella,Cinderella,0,1950,\N,74,Animation Family Fantasy
D.O.A.,D.O.A.,0,1949,\N,83,Crime Drama Film-Noir
Father of the Bride,Father of the Bride,0,1950,\N,92,Comedy Drama Romance
Gun Crazy,Gun Crazy,0,1950,\N,87,Crime Drama Film-Noir
The Gunfighter,The Gunfighter,0,1950,\N,85,Western
Harvey,Harvey,0,1950,\N,104,Comedy Drama Fantasy
In a Lonely Place,In a Lonely Place,0,1950,\N,94,Drama Film-Noir Mystery
Diary of a Country Priest,Journal d'un curé de campagne,0,1951,\N,95,Drama
Night and the City,Night and the City,0,1950,\N,96,Crime Film-Noir Sport
The Young and the Damned,Los olvidados,0,1950,\N,80,Crime Drama
Panic in the Streets,Panic in the Streets,0,1950,\N,96,Crime Drama Film-Noir
Rashomon,Rashômon,0,1950,\N,88,Crime Drama Mystery
Sunset Boulevard,Sunset Boulevard,0,1950,\N,110,Drama Film-Noir
Where the Sidewalk Ends,Where the Sidewalk Ends,0,1950,\N,95,Crime Drama Film-Noir
Winchester '73,Winchester '73,0,1950,\N,92,Action Drama Western
The African Queen,The African Queen,0,1951,\N,105,Adventure Drama Romance
Alice in Wonderland,Alice in Wonderland,0,1951,\N,75,Adventure Animation Comedy
An American in Paris,An American in Paris,0,1951,\N,114,Drama Musical Romance
Early Summer,Bakushû,0,1951,\N,125,Comedy Drama Romance
Ace in the Hole,Ace in the Hole,0,1951,\N,111,Drama Film-Noir
Captain Horatio Hornblower,Captain Horatio Hornblower R.N.,0,1951,\N,117,Action Adventure Drama
The Day the Earth Stood Still,The Day the Earth Stood Still,0,1951,\N,92,Drama Sci-Fi
Detective Story,Detective Story,0,1951,\N,103,Crime Drama Film-Noir
Forbidden Games,Jeux interdits,0,1952,\N,86,Drama War
Miracle in Milan,Miracolo a Milano,0,1951,\N,97,Comedy Drama Fantasy
On Dangerous Ground,On Dangerous Ground,0,1951,\N,82,Drama Film-Noir
A Place in the Sun,A Place in the Sun,0,1951,\N,122,Drama Romance
Quo Vadis,Quo Vadis,0,1951,\N,171,Drama Romance
A Christmas Carol,Scrooge,0,1951,\N,86,Drama Family Fantasy
Strangers on a Train,Strangers on a Train,0,1951,\N,101,Crime Drama Film-Noir
A Streetcar Named Desire,A Streetcar Named Desire,0,1951,\N,122,Drama
The Thing from Another World,The Thing from Another World,0,1951,\N,87,Horror Sci-Fi
Angel Face,Angel Face,0,1952,\N,91,Crime Drama Film-Noir
The Bad and the Beautiful,The Bad and the Beautiful,0,1952,\N,118,Drama Romance
Bend of the River,Bend of the River,0,1952,\N,91,Action Adventure Drama
High Noon,High Noon,0,1952,\N,85,Drama Thriller Western
Ikiru,Ikiru,0,1952,\N,143,Drama
Kansas City Confidential,Kansas City Confidential,0,1952,\N,99,Crime Drama Film-Noir
The Lavender Hill Mob,The Lavender Hill Mob,0,1951,\N,78,Comedy Crime
Limelight,Limelight,0,1952,\N,137,Drama Music Romance
The Man in the White Suit,The Man in the White Suit,0,1951,\N,85,Comedy Drama Sci-Fi
The Naked Spur,The Naked Spur,0,1953,\N,91,Drama Thriller Western
The Narrow Margin,The Narrow Margin,0,1952,\N,71,Crime Drama Film-Noir
The Quiet Man,The Quiet Man,0,1952,\N,129,Comedy Drama Romance
The Life of Oharu,Saikaku ichidai onna,0,1952,\N,133,Drama
Singin' in the Rain,Singin' in the Rain,0,1952,\N,103,Comedy Musical Romance
Sudden Fear,Sudden Fear,0,1952,\N,110,Film-Noir Thriller
Othello,The Tragedy of Othello: The Moor of Venice,0,1951,\N,90,Drama Romance
Umberto D.,Umberto D.,0,1952,\N,89,Drama
Viva Zapata!,Viva Zapata!,0,1952,\N,113,Biography Drama History
The Band Wagon,The Band Wagon,0,1953,\N,112,Comedy Musical Romance
The Big Heat,The Big Heat,0,1953,\N,89,Crime Drama Film-Noir
Calamity Jane,Calamity Jane,0,1953,\N,101,Musical Romance Western
From Here to Eternity,From Here to Eternity,0,1953,\N,118,Drama Romance War
Gentlemen Prefer Blondes,Gentlemen Prefer Blondes,0,1953,\N,91,Comedy Musical Romance
Sawdust and Tinsel,Gycklarnas afton,0,1953,\N,93,Drama
I Confess,I Confess,0,1953,\N,95,Crime Drama Thriller
Julius Caesar,Julius Caesar,0,1953,\N,120,Drama History
The Earrings of Madame De...,Madame de...,0,1953,\N,105,Drama Romance
Peter Pan,Peter Pan,0,1953,\N,77,Adventure Animation Family
Pickup on South Street,Pickup on South Street,0,1953,\N,80,Crime Drama Film-Noir
Roman Holiday,Roman Holiday,0,1953,\N,118,Comedy Drama Romance
The Wages of Fear,Le salaire de la peur,0,1953,\N,156,Adventure Drama Thriller
Shane,Shane,0,1953,\N,118,Drama Western
Summer with Monika,Sommaren med Monika,0,1953,\N,96,Drama Romance
Stalag 17,Stalag 17,0,1953,\N,120,Comedy Drama War
Tokyo Story,Tôkyô monogatari,0,1953,\N,137,Drama
Don't Touch the Loot,Touchez pas au grisbi,0,1954,\N,96,Crime Drama
Ugetsu,Ugetsu monogatari,0,1953,\N,96,Drama Fantasy War
Monsieur Hulot's Holiday,Les vacances de Monsieur Hulot,0,1953,\N,83,Comedy
Journey to Italy,Viaggio in Italia,0,1954,\N,97,Drama Romance
I Vitelloni,I vitelloni,0,1953,\N,104,Comedy Drama
"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",0,1954,\N,127,Adventure Drama Family
The Caine Mutiny,The Caine Mutiny,0,1954,\N,124,Drama War
The Dam Busters,The Dam Busters,0,1955,\N,105,Drama History War
Diabolique,Les diaboliques,0,1955,\N,117,Crime Drama Horror
Dial M for Murder,Dial M for Murder,0,1954,\N,105,Crime Drama Mystery
The Glenn Miller Story,The Glenn Miller Story,0,1954,\N,115,Biography Drama Music
Godzilla,Gojira,0,1954,\N,96,Horror Sci-Fi
Hobson's Choice,Hobson's Choice,0,1954,\N,108,Comedy Drama Romance
Johnny Guitar,Johnny Guitar,0,1954,\N,110,Drama Western
On the Waterfront,On the Waterfront,0,1954,\N,108,Crime Drama Thriller
Rear Window,Rear Window,0,1954,\N,112,Drama Mystery Thriller
Sabrina,Sabrina,0,1954,\N,113,Comedy Drama Romance
Samurai I: Musashi Miyamoto,Miyamoto Musashi,0,1954,\N,93,Action Adventure Biography
Sansho the Bailiff,Sanshô dayû,0,1954,\N,124,Drama
Senso,Senso,0,1954,\N,123,Drama Romance War
Seven Brides for Seven Brothers,Seven Brides for Seven Brothers,0,1954,\N,102,Musical Romance Western
Seven Samurai,Shichinin no samurai,0,1954,\N,207,Action Drama
A Star Is Born,A Star Is Born,0,1954,\N,154,Drama Musical Romance
La Strada,La strada,0,1954,\N,108,Drama
Them!,Them!,0,1954,\N,94,Horror Sci-Fi
White Christmas,White Christmas,0,1954,\N,120,Comedy Musical Romance
All That Heaven Allows,All That Heaven Allows,0,1955,\N,89,Drama Romance
Animal Farm,Animal Farm,0,1954,\N,72,Animation Drama
Bad Day at Black Rock,Bad Day at Black Rock,0,1955,\N,81,Crime Drama Mystery
The Big Combo,The Big Combo,0,1955,\N,87,Crime Drama Film-Noir
Blackboard Jungle,Blackboard Jungle,0,1955,\N,101,Crime Drama
Bob le Flambeur,Bob le flambeur,0,1956,\N,102,Crime Drama Thriller
The Desperate Hours,The Desperate Hours,0,1955,\N,112,Crime Drama Film-Noir
Rififi,Du rififi chez les hommes,0,1955,\N,118,Crime Drama Thriller
East of Eden,East of Eden,0,1955,\N,118,Drama
The Far Country,The Far Country,0,1954,\N,97,Romance Western
Guys and Dolls,Guys and Dolls,0,1955,\N,150,Comedy Crime Musical
Kiss Me Deadly,Kiss Me Deadly,0,1955,\N,106,Crime Drama Film-Noir
Lady and the Tramp,Lady and the Tramp,0,1955,\N,76,Adventure Animation Comedy
The Ladykillers,The Ladykillers,0,1955,\N,91,Comedy Crime
The Man from Laramie,The Man from Laramie,0,1955,\N,103,Drama Western
The Man with the Golden Arm,The Man with the Golden Arm,0,1955,\N,119,Crime Drama Romance
Marty,Marty,0,1955,\N,90,Drama Romance
Mister Roberts,Mister Roberts,0,1955,\N,123,Comedy Drama War
Confidential Report,Mr. Arkadin,0,1955,\N,93,Crime Drama Film-Noir
The Night of the Hunter,The Night of the Hunter,0,1955,\N,92,Crime Drama Film-Noir
Ordet,Ordet,0,1955,\N,126,Drama
Pather Panchali,Pather Panchali,0,1955,\N,125,Drama
Rebel Without a Cause,Rebel Without a Cause,0,1955,\N,111,Drama
The Seven Year Itch,The Seven Year Itch,0,1955,\N,105,Comedy Romance
Smiles of a Summer Night,Sommarnattens leende,0,1955,\N,109,Comedy Romance
Summertime,Summertime,0,1955,\N,100,Comedy Drama Romance
To Catch a Thief,To Catch a Thief,0,1955,\N,106,Drama Mystery Romance
The Unknown Soldier,Tuntematon sotilas,0,1955,\N,177,Drama War
We're No Angels,We're No Angels,0,1955,\N,106,Comedy Crime Romance
Aparajito,Aparajito,0,1956,\N,110,Drama
Baby Doll,Baby Doll,0,1956,\N,114,Comedy Drama
The Bad Seed,The Bad Seed,0,1956,\N,129,Drama Horror Thriller
Bigger Than Life,Bigger Than Life,0,1956,\N,95,Drama
The Court Jester,The Court Jester,0,1955,\N,101,Adventure Comedy Family
Forbidden Planet,Forbidden Planet,0,1956,\N,98,Adventure Sci-Fi
Friendly Persuasion,Friendly Persuasion,0,1956,\N,137,Drama Family Romance
Giant,Giant,0,1956,\N,201,Drama Western
The Harder They Fall,The Harder They Fall,0,1956,\N,109,Drama Film-Noir Sport
Invasion of the Body Snatchers,Invasion of the Body Snatchers,0,1956,\N,80,Drama Horror Sci-Fi
The Killing,The Killing,0,1956,\N,84,Crime Drama Film-Noir
The King and I,The King and I,0,1956,\N,133,Biography Drama Musical
Lust for Life,Lust for Life,0,1956,\N,122,Biography Drama
The Man Who Knew Too Much,The Man Who Knew Too Much,0,1956,\N,120,Crime Drama Mystery
Moby Dick,Moby Dick,0,1956,\N,116,Adventure Drama
The Searchers,The Searchers,0,1956,\N,119,Adventure Western
Somebody Up There Likes Me,Somebody Up There Likes Me,0,1956,\N,113,Biography Drama Sport
The Ten Commandments,The Ten Commandments,0,1956,\N,220,Adventure Drama Family
A Man Escaped,Un condamné à mort s'est échappé ou Le vent souffle où il veut,0,1956,\N,101,Drama Thriller War
Written on the Wind,Written on the Wind,0,1956,\N,99,Drama
12 Angry Men,12 Angry Men,0,1957,\N,96,Crime Drama
3:10 to Yuma,3:10 to Yuma,0,1957,\N,92,Adventure Drama Thriller
An Affair to Remember,An Affair to Remember,0,1957,\N,115,Drama Romance
Mother India,Mother India,0,1957,\N,172,Action Comedy Drama
The Bridge on the River Kwai,The Bridge on the River Kwai,0,1957,\N,161,Adventure Drama War
Desk Set,Desk Set,0,1957,\N,103,Comedy Romance
The Enemy Below,The Enemy Below,0,1957,\N,98,Action Adventure Drama
A Face in the Crowd,A Face in the Crowd,0,1957,\N,126,Drama Music
Gunfight at the O.K. Corral,Gunfight at the O.K. Corral,0,1957,\N,122,Biography Drama Western
"Heaven Knows, Mr. Allison","Heaven Knows, Mr. Allison",0,1957,\N,107,Adventure Drama War
The Incredible Shrinking Man,The Incredible Shrinking Man,0,1957,\N,81,Horror Sci-Fi
Kanal,Kanal,0,1957,\N,91,Drama War
Throne of Blood,Kumonosu-jô,0,1957,\N,110,Drama
The Cranes Are Flying,Letyat zhuravli,0,1957,\N,95,Drama Romance War
Love in the Afternoon,Love in the Afternoon,0,1957,\N,130,Comedy Crime Drama
My Uncle,Mon oncle,0,1958,\N,116,Comedy
Curse of the Demon,Night of the Demon,0,1957,\N,96,Fantasy Horror Mystery
White Nights,Le notti bianche,0,1957,\N,97,Drama Romance
Nights of Cabiria,Le notti di Cabiria,0,1957,\N,110,Drama
Old Yeller,Old Yeller,0,1957,\N,83,Adventure Drama Family
Paths of Glory,Paths of Glory,0,1957,\N,88,Drama War
Thirst,Pyaasa,0,1957,\N,146,Drama Musical Romance
The Seventh Seal,Det sjunde inseglet,0,1957,\N,96,Drama Fantasy
Wild Strawberries,Smultronstället,0,1957,\N,92,Drama Romance
The Spirit of St. Louis,The Spirit of St. Louis,0,1957,\N,135,Adventure Biography Drama
Sweet Smell of Success,Sweet Smell of Success,0,1957,\N,96,Drama Film-Noir
The Three Faces of Eve,The Three Faces of Eve,0,1957,\N,91,Drama Mystery
Witness for the Prosecution,Witness for the Prosecution,0,1957,\N,116,Crime Drama Mystery
The Wrong Man,The Wrong Man,0,1956,\N,105,Drama Film-Noir
The Magician,Ansiktet,0,1958,\N,101,Comedy Drama
Elevator to the Gallows,Ascenseur pour l'échafaud,0,1958,\N,91,Crime Drama Thriller
Auntie Mame,Auntie Mame,0,1958,\N,143,Comedy Drama Romance
The Big Country,The Big Country,0,1958,\N,166,Drama Romance Western
Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,0,1958,\N,108,Drama
The Defiant Ones,The Defiant Ones,0,1958,\N,96,Crime Drama
Horror of Dracula,Dracula,0,1958,\N,82,Drama Horror
The Fly,The Fly,0,1958,\N,94,Drama Horror Sci-Fi
I Want to Live!,I Want to Live!,0,1958,\N,120,Biography Crime Drama
"Ivan the Terrible, Part II: The Boyars' Plot",Ivan Groznyy. Skaz vtoroy: Boyarskiy zagovor,0,1946,\N,88,Biography Drama History
The Hidden Fortress,Kakushi-toride no san-akunin,0,1958,\N,126,Adventure Drama
"The Long, Hot Summer","The Long, Hot Summer",0,1958,\N,115,Drama
A Night to Remember,A Night to Remember,0,1958,\N,123,Drama History
Ashes and Diamonds,Popiól i diament,0,1958,\N,103,Drama Romance War
Run Silent Run Deep,"Run Silent, Run Deep",0,1958,\N,93,Action Drama War
Separate Tables,Separate Tables,0,1958,\N,100,Drama Romance
Big Deal on Madonna Street,I soliti ignoti,0,1958,\N,106,Comedy Crime
Some Came Running,Some Came Running,0,1958,\N,137,Drama Romance
Touch of Evil,Touch of Evil,0,1958,\N,95,Crime Drama Film-Noir
Vertigo,Vertigo,0,1958,\N,128,Mystery Romance Thriller
The Young Lions,The Young Lions,0,1958,\N,167,Action Drama War
Anatomy of a Murder,Anatomy of a Murder,0,1959,\N,161,Drama Mystery
The World of Apu,Apur Sansar,0,1959,\N,105,Drama
Ballad of a Soldier,Ballada o soldate,0,1959,\N,88,Drama Romance War
Ben-Hur,Ben-Hur,0,1959,\N,212,Adventure Drama
The Bridge,Die Brücke,0,1959,\N,103,Drama History War
Compulsion,Compulsion,0,1959,\N,103,Biography Crime Drama
Darby O'Gill and the Little People,Darby O'Gill and the Little People,0,1959,\N,93,Adventure Family Fantasy
The Diary of Anne Frank,The Diary of Anne Frank,0,1959,\N,180,Biography Drama Family
The Fugitive Kind,The Fugitive Kind,0,1960,\N,119,Drama Romance
Hiroshima Mon Amour,Hiroshima mon amour,0,1959,\N,90,Drama Romance
The Horse Soldiers,The Horse Soldiers,0,1959,\N,120,Adventure Drama Romance
Imitation of Life,Imitation of Life,0,1959,\N,125,Drama
Last Train from Gun Hill,Last Train from Gun Hill,0,1959,\N,95,Drama Western
The Human Condition I: No Greater Love,Ningen no jôken,0,1959,\N,208,Drama History War
The Human Condition II: Road to Eternity,Ningen no jôken,0,1959,\N,181,Drama History War
North by Northwest,North by Northwest,0,1959,\N,136,Adventure Drama Mystery
The Nun's Story,The Nun's Story,0,1959,\N,149,Drama
Good Morning,Ohayô,0,1959,\N,94,Comedy Drama Family
On the Beach,On the Beach,0,1959,\N,134,Drama Romance Sci-Fi
Operation Petticoat,Operation Petticoat,0,1959,\N,124,Comedy Romance War
Black Orpheus,Orfeu Negro,0,1959,\N,100,Drama Musical Romance
Pickpocket,Pickpocket,0,1959,\N,76,Crime Drama
Pillow Talk,Pillow Talk,0,1959,\N,102,Comedy Romance
The 400 Blows,Les quatre cents coups,0,1959,\N,99,Crime Drama
Rio Bravo,Rio Bravo,0,1959,\N,141,Western
Room at the Top,Room at the Top,0,1958,\N,115,Drama Romance
Shadows,Shadows,0,1958,\N,87,Drama Music Romance
Sleeping Beauty,Sleeping Beauty,0,1959,\N,75,Adventure Animation Family
Some Like It Hot,Some Like It Hot,0,1959,\N,121,Comedy Music Romance
"Suddenly, Last Summer","Suddenly, Last Summer",0,1959,\N,114,Drama Mystery Thriller
Floating Weeds,Ukigusa,0,1959,\N,119,Drama
Eyes Without a Face,Les yeux sans visage,0,1960,\N,90,Drama Horror
Breathless,À bout de souffle,0,1960,\N,90,Crime Drama
The Apartment,The Apartment,0,1960,\N,125,Comedy Drama Romance
L'Avventura,L'avventura,0,1960,\N,144,Drama Mystery Romance
La Dolce Vita,La dolce vita,0,1960,\N,174,Comedy Drama
Elmer Gantry,Elmer Gantry,0,1960,\N,146,Drama
Inherit the Wind,Inherit the Wind,0,1960,\N,128,Biography Drama History
The Virgin Spring,Jungfrukällan,0,1960,\N,89,Drama
The Magnificent Seven,The Magnificent Seven,0,1960,\N,128,Action Adventure Drama
Black Sunday,La maschera del demonio,0,1960,\N,87,Horror
Mughal-E-Azam,Mughal-E-Azam,0,1960,\N,197,Drama Romance War
La Notte,La notte,0,1961,\N,122,Drama
Peeping Tom,Peeping Tom,0,1960,\N,101,Drama Horror Thriller
The Little Soldier,Le petit soldat,0,1963,\N,88,Drama War
Purple Noon,Plein soleil,0,1960,\N,118,Crime Drama Thriller
Pollyanna,Pollyanna,0,1960,\N,134,Comedy Drama Family
Psycho,Psycho,0,1960,\N,109,Horror Mystery Thriller
Rocco and His Brothers,Rocco e i suoi fratelli,0,1960,\N,179,Crime Drama Sport
Saturday Night and Sunday Morning,Saturday Night and Sunday Morning,0,1960,\N,89,Drama Romance
Sink the Bismarck!,Sink the Bismarck!,0,1960,\N,97,Action Drama History
Spartacus,Spartacus,0,1960,\N,197,Adventure Biography Drama
Swiss Family Robinson,Swiss Family Robinson,0,1960,\N,126,Adventure Family
The Time Machine,The Time Machine,0,1960,\N,103,Adventure Romance Sci-Fi
Shoot the Piano Player,Tirez sur le pianiste,0,1960,\N,92,Crime Drama Thriller
The Hole,Le trou,0,1960,\N,131,Crime Drama Thriller
Village of the Damned,Village of the Damned,0,1960,\N,77,Horror Sci-Fi
The Bad Sleep Well,Warui yatsu hodo yoku nemuru,0,1960,\N,151,Crime Drama Thriller
Accattone,Accattone,0,1961,\N,117,Drama
Last Year at Marienbad,L'année dernière à Marienbad,0,1961,\N,94,Drama Mystery Romance
Breakfast at Tiffany's,Breakfast at Tiffany's,0,1961,\N,115,Comedy Drama Romance
The Children's Hour,The Children's Hour,0,1961,\N,108,Drama Romance
Two Women,La ciociara,0,1960,\N,101,Drama War
Le Doulos,Le doulos,0,1962,\N,108,Crime Thriller
El Cid,El Cid,0,1961,\N,182,Biography Drama History
The Guns of Navarone,The Guns of Navarone,0,1961,\N,158,Action Adventure Drama
The Hustler,The Hustler,0,1961,\N,134,Drama Sport
The Innocents,The Innocents,0,1961,\N,100,Drama Horror Mystery
Judgment at Nuremberg,Judgment at Nuremberg,0,1961,\N,179,Drama War
Jules and Jim,Jules et Jim,0,1962,\N,105,Drama Romance
Lola,Lola,0,1961,\N,90,Drama Romance
Lover Come Back,Lover Come Back,0,1961,\N,107,Comedy Drama Romance
The Misfits,The Misfits,0,1961,\N,125,Drama Romance Western
Murder She Said,Murder She Said,0,1961,\N,87,Comedy Crime Drama
The Human Condition III: A Soldier's Prayer,Ningen no jôken,0,1961,\N,190,Drama History War
One Hundred and One Dalmatians,One Hundred and One Dalmatians,0,1961,\N,79,Adventure Animation Comedy
"One, Two, Three","One, Two, Three",0,1961,\N,104,Comedy
One-Eyed Jacks,One-Eyed Jacks,0,1961,\N,141,Drama Western
The Parent Trap,The Parent Trap,0,1961,\N,129,Comedy Family Romance
Pocketful of Miracles,Pocketful of Miracles,0,1961,\N,136,Comedy Drama
A Raisin in the Sun,A Raisin in the Sun,0,1961,\N,128,Drama
Splendor in the Grass,Splendor in the Grass,0,1961,\N,124,Drama Romance
Through a Glass Darkly,Såsom i en spegel,0,1961,\N,90,Drama
A Woman Is a Woman,Une femme est une femme,0,1961,\N,84,Comedy Drama Romance
Victim,Victim,0,1961,\N,100,Drama
Viridiana,Viridiana,0,1961,\N,91,Drama
West Side Story,West Side Story,0,1961,\N,153,Crime Drama Musical
Yojimbo,Yôjinbô,0,1961,\N,110,Action Drama Thriller
Advise & Consent,Advise & Consent,0,1962,\N,139,Drama Thriller
Birdman of Alcatraz,Birdman of Alcatraz,0,1962,\N,147,Biography Crime Drama
Cape Fear,Cape Fear,0,1962,\N,106,Drama Thriller
Cléo from 5 to 7,Cléo de 5 à 7,0,1962,\N,90,Comedy Drama Music
Days of Wine and Roses,Days of Wine and Roses,0,1962,\N,117,Drama
Divorce Italian Style,Divorzio all'italiana,0,1961,\N,105,Comedy Drama Romance
Dr. No,Dr. No,0,1962,\N,110,Action Adventure Thriller
Harakiri,Seppuku,0,1962,\N,133,Drama Mystery
Hatari!,Hatari!,0,1962,\N,157,Action Adventure Comedy
How the West Was Won,How the West Was Won,0,1962,\N,164,Adventure War Western
Ivan's Childhood,Ivanovo detstvo,0,1962,\N,95,Drama War
Lawrence of Arabia,Lawrence of Arabia,0,1962,\N,227,Adventure Biography Drama
Lolita,Lolita,0,1962,\N,153,Crime Drama Romance
The Loneliness of the Long Distance Runner,The Loneliness of the Long Distance Runner,0,1962,\N,104,Drama Sport
Lonely Are the Brave,Lonely Are the Brave,0,1962,\N,107,Drama Western
The Longest Day,The Longest Day,0,1962,\N,178,Action Drama History
Mamma Roma,Mamma Roma,0,1962,\N,110,Drama
The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,0,1962,\N,123,Drama Western
The Manchurian Candidate,The Manchurian Candidate,0,1962,\N,126,Drama Thriller
The Miracle Worker,The Miracle Worker,0,1962,\N,106,Biography Drama
The Music Man,The Music Man,0,1962,\N,151,Comedy Family Musical
Mutiny on the Bounty,Mutiny on the Bounty,0,1962,\N,178,Adventure Drama History
Knife in the Water,Nóz w wodzie,0,1962,\N,94,Drama Thriller
Ride the High Country,Ride the High Country,0,1962,\N,94,Drama Western
Sanjuro,Tsubaki Sanjûrô,0,1962,\N,96,Action Drama Thriller
An Autumn Afternoon,Sanma no aji,0,1962,\N,113,Drama
The Easy Life,Il sorpasso,0,1962,\N,108,Comedy Drama
Sweet Bird of Youth,Sweet Bird of Youth,0,1962,\N,120,Drama Romance
To Kill a Mockingbird,To Kill a Mockingbird,0,1962,\N,129,Crime Drama
Vivre sa vie,Vivre sa vie: Film en douze tableaux,0,1962,\N,85,Drama
What Ever Happened to Baby Jane?,What Ever Happened to Baby Jane?,0,1962,\N,134,Drama Horror Thriller
The Exterminating Angel,El ángel exterminador,0,1962,\N,95,Drama Fantasy
L'Eclisse,L'eclisse,0,1962,\N,126,Drama Romance
8½,8½,0,1963,\N,138,Drama
The Birds,The Birds,0,1963,\N,119,Drama Horror Mystery
Charade,Charade,0,1963,\N,113,Comedy Mystery Romance
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,1964,\N,95,Comedy War
The Fire Within,Le feu follet,0,1963,\N,108,Drama
From Russia with Love,From Russia with Love,0,1963,\N,115,Action Adventure Thriller
The Leopard,Il gattopardo,0,1963,\N,186,Drama History
The Great Escape,The Great Escape,0,1963,\N,172,Adventure Drama Thriller
The Haunting,The Haunting,0,1963,\N,112,Horror
Hud,Hud,0,1963,\N,112,Drama Western
"Yesterday, Today and Tomorrow","Ieri, oggi, domani",0,1963,\N,119,Comedy Romance
Irma la Douce,Irma la Douce,0,1963,\N,147,Comedy Romance
It's a Mad Mad Mad Mad World,"It's a Mad, Mad, Mad, Mad World",0,1963,\N,210,Action Adventure Comedy
Jason and the Argonauts,Jason and the Argonauts,0,1963,\N,104,Action Adventure Family
Lilies of the Field,Lilies of the Field,0,1963,\N,94,Drama
McLintock!,McLintock!,0,1963,\N,126,Comedy Western
Contempt,Le mépris,0,1963,\N,102,Drama Romance
Winter Light,Nattvardsgästerna,0,1963,\N,81,Drama
The Trial,Le procès,0,1962,\N,119,Drama Mystery Thriller
The Servant,The Servant,0,1963,\N,116,Drama
Shock Corridor,Shock Corridor,0,1963,\N,101,Drama Mystery Thriller
The Sword in the Stone,The Sword in the Stone,0,1963,\N,79,Adventure Animation Comedy
High and Low,Tengoku to jigoku,0,1963,\N,143,Crime Drama Mystery
The Silence,Tystnaden,0,1963,\N,96,Drama
The Executioner,El verdugo,0,1963,\N,90,Comedy Drama
